EmpleadosDelSector: 100
[ 100,5746,"ACOSTA RENATA",5]
[ 100,9337,"AGUADO DANIEL",17]
[ 100,9759,"AGUILAR JACINTA",28]
[ 100,5893,"ALARCÓN ALEJO SALOMÓN",33]
[ 100,7970,"ALATRISTE MARÍA DEL ROSARIO",27]
[ 100,6746,"ALCOVERDE SANTOS",7]
[ 100,9091,"ALDERETE PORRAS JADILSON ",10]
[ 100,5985,"ALDERETE VARGAS RODOLFO",15]
[ 100,3096,"ALEMÁN ARMANDO",25]
[ 100,5932,"ALMOGABAR DAVID",34]
[ 100,5774,"ALONSO ADRIAN",28]
[ 100,4436,"ALONSO ALBA",9]
[ 100,3471,"ALONSO NAVARRO DAVID",32]
[ 100,1245,"ALONSO NAVARRO GERARDO ",11]
[ 100,3330,"ALONSO NORMA",14]
[ 100,4579,"ALTAMIRANO FEDERICO",35]
[ 100,9648,"ALVAREZ ALBERTO",11]
[ 100,5335,"ALVAREZ ALEJANDRO",27]
[ 100,3765,"ÁLVAREZ ROCA DARINA",11]
[ 100,4773,"ÁLVAREZ VALERIA",2]
[ 100,9525,"ARIAS LORANCA",25]
[ 100,6244,"ARREOLA JULIO ",21]
[ 100,9123,"ÁVALOS DEL RAZO JULIO CÉSAR",16]
[ 100,6260,"BENÍTEZ ALEJANDRO BAUTISTA ",14]
[ 100,2455,"BENÍTEZ VALENTINA",28]
[ 100,7604,"BENITO ALICIA",7]
[ 100,7824,"BENITO ALVARO",4]
[ 100,5992,"BERMÚDEZ GREGORIO",11]
[ 100,1631,"BERMÚDEZ SALVADOR ANTONIO",12]
[ 100,5923,"BERNAL MIGUEL ÁNGEL",10]
[ 100,1079,"BETANCOURT  ALEJANDRO",29]
[ 100,3269,"BETANZOS MOISÉS",12]
[ 100,4927,"BLANCO ANA ISABEL",1]
[ 100,4535,"BLANCO ANA",6]
[ 100,5481,"BOLAÑOS MIGUEL ÁNGEL",5]
[ 100,4610,"BORRAZ MARCELA",26]
[ 100,2979,"BREMERMANN FRANCISCO",4]
[ 100,5035,"BRISEÑO FREDY FRANCISCO",25]
[ 100,3826,"BRIZ ALVARO",9]
[ 100,6869,"BUENFIL SALOMÓN",25]
[ 100,4054,"BUGARÍN DELGADO JOSÉ",33]
[ 100,4589,"BURGUETE GENARO",9]
[ 100,4650,"CABALLERO ROBERTO",4]
[ 100,1425,"CALVO ANA MARIA",2]
[ 100,2008,"CALVO ANDREA",27]
[ 100,3253,"CAMACHO ROCÍO",27]
[ 100,6065,"CASTILLO ANDRES",17]
[ 100,9775,"CASTILLO ANGEL",10]
[ 100,6645,"CORDON ANGELA",2]
[ 100,2387,"CORDON ANTONIO",20]
[ 100,2384,"CRUZ ALEXANDER",14]
[ 100,2848,"DELGADO EDUARDO",23]
[ 100,5729,"DELGADO SALGADO GABRIEL",24]
[ 100,9904,"DIAZ BEATRIZ",26]
[ 100,4874,"DIAZ CARLOS",13]
[ 100,6279,"DÍAZ CRUZ GERARDO",24]
[ 100,5112,"DÍAZ GERARDO",1]
[ 100,7065,"DIAZ ISABEL",8]
[ 100,9656,"DÍAZ MORFÍN MIGUEL ÁNGEL",28]
[ 100,5223,"DÍAZ NÚÑEZ JESÚS",35]
[ 100,1418,"DÍAZ SÁNCHEZ ALFREDO",8]
[ 100,6500,"DÍAZ VIVALDO JULIÁN",28]
[ 100,5883,"DIEZ CARMEN",35]
[ 100,2120,"DIEZ CONCEPCION",23]
[ 100,1728,"DOMÍNGUEZ BARRIOS ADRIÁN",27]
[ 100,8549,"DOMINGUEZ CRISTINA",5]
[ 100,9963,"DOMINGUEZ DANIEL",28]
[ 100,4618,"DOMÍNGUEZ ROMO JUAN MANUEL",23]
[ 100,2251,"DOMÍNGUEZ VELASCO ALBERTO",15]
[ 100,3818,"DUARTE PUREZA DE MARÍA",9]
[ 100,9062,"DURÁN DE JESÚS  ÁLVARO",17]
[ 100,2985,"ENCINA BAUTISTA",26]
[ 100,4631,"ESPINOSA DAVID",10]
[ 100,1815,"EZQUERRO DIEGO",18]
[ 100,1109,"EZQUERRO EDUARDO",8]
[ 100,8255,"FERNÁNDEZ ANA MARIA",33]
[ 100,3230,"FERNÁNDEZ DANIEL",28]
[ 100,8126,"FERNANDEZ ELENA",7]
[ 100,6200,"FERNANDEZ ENRIQUE",18]
[ 100,4398,"FERNANDEZ FRANCISCO",24]
[ 100,6455,"FERRUSQUÍA JUAN MIGUEL DE JESÚS",24]
[ 100,2294,"FLORES MARIA FERNANDA",7]
[ 100,9455,"GABARRI EVA",30]
[ 100,2589,"GABARRI FELIX",5]
[ 100,8318,"GARCIA ANTONIO",4]
[ 100,1240,"GARCÍA BUSTAMANTE HIPÓLITO",21]
[ 100,9296,"GARCIA FERNANDO",2]
[ 100,5303,"GARCIA FRANCISCO",34]
[ 100,3512,"GARCÍA MATEO",20]
[ 100,3174,"GARCÍA SOFÍA",11]
[ 100,4193,"GARCÍA DE LEÓN CLEMENTE",14]
[ 100,7761,"GARRIDO FRANCISCO JAVIER",27]
[ 100,4999,"GARRIDO HUGO",24]
[ 100,8297,"GIGLIOLA HUMBERTO",6]
[ 100,1177,"GIL IGNACIO",5]
[ 100,7226,"GIL IRENE",18]
[ 100,4783,"GÓMEZ CARMEN",33]
[ 100,5328,"GOMEZ DANIEL",17]
[ 100,4552,"GOMEZ ISABEL",23]
[ 100,9563,"GOMEZ IVAN",16]
[ 100,4144,"GONZALEZ JAVIER",29]
[ 100,2940,"GONZALEZ JESUS",17]
[ 100,5640,"GONZALEZ JOSE",13]
[ 100,7176,"GONZÁLEZ MARIA CARMEN",16]
[ 100,3043,"GONZÁLEZ MATIAS",17]
[ 100,5258,"GREEN ANTONIO",4]
[ 100,5048,"GUAJARDO VICENTE",5]
[ 100,2804,"GUERRERO ADÁN",25]
[ 100,6028,"GUERRERO JOSÉ ISRAEL",19]
[ 100,5570,"GUTIERREZ JORGE",35]
[ 100,5438,"GUTIERREZ JOSE",34]
[ 100,2018,"HERCE JOSE ANTONIO",28]
[ 100,7582,"HERCE JOSE IGNACIO",31]
